id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
624110540,20141205T000000,4,3.25,4060,20822,2,0,0,3,10,4060,0,1991,0,98077,47.7213,-122.055,4170,23958
4039700090,20140923T000000,3,2.5,2350,9648,1,0,0,4,9,2350,0,1966,0,98008,47.6156,-122.108,2320,10512
6752601110,20140512T000000,4,2.5,2380,7066,2,0,0,4,7,2380,0,1997,0,98031,47.3982,-122.172,2310,8127
8861000210,20150408T000000,3,1.75,1480,8163,1,0,0,3,7,1040,440,1953,0,98004,47.638,-122.206,2170,11124
1088700100,20141118T000000,3,2.5,2930,9280,2,0,0,4,10,2930,0,1988,0,98007,47.6335,-122.151,2730,10090
7893207925,20141022T000000,3,1.5,1290,7100,1,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183
3449820100,20141224T000000,2,2.5,2730,7246,2,0,0,3,9,2730,0,1998,0,98056,47.512,-122.175,3220,7214
1588600110,20140811T000000,3,1,1290,5440,1,0,0,4,6,790,500,1929,0,98117,47.6951,-122.367,1220,5464
8079040300,20150218T000000,4,2.5,2170,7533,2,0,0,3,8,2170,0,1991,0,98059,47.5057,-122.149,2170,8728
7390400026,20141124T000000,4,1.75,1850,8580,1,0,0,3,7,1140,710,1960,0,98178,47.4877,-122.24,2210,9240
2425059144,20150213T000000,4,2.5,2110,13939,1,0,0,3,8,1270,840,1978,0,98008,47.6431,-122.113,2140,8882
7821200375,20150126T000000,2,1,960,3235,1,0,0,4,7,960,0,1916,0,98103,47.661,-122.344,1290,2069
1370800700,20150209T000000,3,4,3910,5350,2,0,2,5,10,2610,1300,1933,0,98199,47.6393,-122.408,2890,5350
8857640710,20140820T000000,4,2.5,2590,6139,2,0,0,3,8,2590,0,2001,0,98038,47.3883,-122.035,2410,6139
9558020240,20150320T000000,5,2.75,3080,6600,2,0,0,3,9,3080,0,2002,0,98058,47.4501,-122.122,3080,6600
3834000400,20141119T000000,3,1,1630,8146,1,0,0,3,7,1630,0,1952,0,98125,47.7293,-122.29,1480,8146
461002050,20140826T000000,2,1,910,5000,1,0,0,4,6,910,0,1914,0,98117,47.683,-122.374,1480,5000
724069065,20140703T000000,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,98075,47.5844,-122.081,3150,15542
4307351180,20140915T000000,5,3,3880,8432,2,0,0,3,7,3880,0,2004,0,98056,47.4806,-122.176,2620,5623
984100340,20140903T000000,3,1.75,1360,10742,1,0,0,5,7,960,400,1971,0,98058,47.4351,-122.173,1830,9000
8159620260,20140711T000000,4,2.25,2560,8927,1,0,0,3,7,1790,770,1976,0,98001,47.34,-122.271,1920,9669
7559600200,20141021T000000,4,2.5,2600,6015,2,0,0,3,8,2600,0,2004,0,98075,47.5971,-122.031,2910,5305
1995200320,20150210T000000,3,2.25,1220,5739,1,0,0,3,7,790,430,1984,0,98115,47.6952,-122.326,1870,5739
4223000140,20140805T000000,3,2,1560,9635,1,0,0,3,7,1260,300,1966,0,98003,47.341,-122.309,1570,8276
7215730200,20141119T000000,4,2.5,2080,5191,2,0,0,3,8,2080,0,2001,0,98075,47.5978,-122.017,2170,5518
1900600105,20140828T000000,3,1.5,1490,6604,1,0,0,4,6,1490,0,1918,0,98166,47.4683,-122.351,1330,6604
8644300200,20140605T000000,4,2.75,2020,10720,1,0,0,4,8,1420,600,1976,0,98052,47.6373,-122.104,2190,10164
3262301610,20141118T000000,3,1.5,1530,10827,1,0,0,4,8,1530,0,1955,0,98039,47.6354,-122.234,2050,10827
524059250,20140922T000000,4,2.5,3450,17400,1.5,0,0,4,9,2180,1270,1964,0,98004,47.5969,-122.206,3770,19530
8594400350,20140520T000000,3,2.25,1400,31626,1,0,0,2,7,1140,260,1987,0,98092,47.3029,-122.069,1680,35093
4031000260,20140606T000000,2,1,1730,9610,1,0,0,3,7,1380,350,1962,0,98001,47.2956,-122.285,1310,9812
1454100260,20141117T000000,3,1,1370,6450,1,0,0,3,7,1370,0,1948,0,98125,47.7195,-122.288,1550,6898
1934800138,20141204T000000,2,1.5,1050,934,2,0,0,3,8,960,90,2007,0,98122,47.6029,-122.309,1470,1885
9508500075,20140729T000000,5,1.75,2840,10220,1,0,0,4,7,2210,630,1954,0,98177,47.764,-122.36,2000,9750
2946003415,20140516T000000,2,1,1010,5200,1,0,0,3,7,1010,0,1955,0,98198,47.4166,-122.323,1580,7500
1926049326,20150210T000000,2,1,1210,7140,1.5,0,0,3,6,1210,0,1921,0,98133,47.7225,-122.349,1150,7376
7655900187,20150205T000000,5,1.75,1720,14040,1,0,0,4,8,1150,570,1956,0,98133,47.7365,-122.339,1750,7800
7452500565,20140829T000000,3,2,2710,5000,2,0,0,3,6,2710,0,1951,0,98126,47.5188,-122.373,850,5000
2871000400,20140512T000000,4,2.5,3110,6142,2,0,0,3,9,3110,0,2004,0,98052,47.701,-122.111,3200,6826
6150200060,20150401T000000,2,1,1250,9270,1,0,0,4,7,1250,0,1948,0,98133,47.7284,-122.339,1130,6800
3668000830,20140825T000000,3,1.75,1900,8910,2,0,0,4,7,1900,0,1988,0,98092,47.2769,-122.145,1610,8586
2473460060,20150422T000000,3,1.75,1740,7682,1,0,0,3,8,1330,410,1978,0,98058,47.4451,-122.126,2010,8820
9558021000,20150120T000000,4,2.5,2070,3808,2,0,0,3,8,2070,0,2003,0,98058,47.4498,-122.12,1900,2992
1250201610,20150417T000000,3,3.25,3030,5600,2,0,2,3,9,2220,810,1905,2005,98144,47.5978,-122.292,2040,6600
1321720160,20150102T000000,4,3,3610,18948,2,0,0,3,10,3610,0,1993,0,98023,47.2911,-122.342,3568,18948
5029450200,20150323T000000,3,1.5,1520,6805,1,0,0,4,7,1040,480,1981,0,98023,47.2907,-122.367,1440,7041
723000226,20141028T000000,3,2.75,2780,4815,3,0,2,3,10,2780,0,1974,0,98105,47.6569,-122.286,2820,5000
225079036,20150107T000000,4,4,5545,871200,2,0,0,3,11,3605,1940,2003,0,98014,47.676,-121.882,3420,871200
5255700160,20140805T000000,3,1.75,2590,8384,1,0,0,4,8,1590,1000,1971,0,98011,47.7739,-122.199,2590,8800
5683500030,20150320T000000,4,1,1150,5217,1.5,0,0,3,7,1150,0,1951,0,98115,47.6806,-122.287,1220,5217
312000295,20150122T000000,2,1,920,5120,1,0,0,5,7,920,0,1952,0,98136,47.5569,-122.394,1190,5120
9510970520,20140616T000000,3,2.5,2110,3600,2,0,0,3,9,2110,0,2005,0,98052,47.665,-122.082,2540,4384
193600200,20140619T000000,3,1.75,1170,8740,1,0,0,4,7,1170,0,1968,0,98052,47.6849,-122.117,1870,8448
2568300045,20140625T000000,6,2,1900,8240,1,0,0,2,7,1200,700,1964,0,98125,47.7037,-122.296,1900,8240
2568300045,20150319T000000,6,2,1900,8240,1,0,0,2,7,1200,700,1964,0,98125,47.7037,-122.296,1900,8240
8691410310,20150213T000000,4,2.5,3290,6012,2,0,0,3,9,3290,0,2005,0,98075,47.5961,-121.98,3210,6005
1656600310,20140714T000000,4,2.5,2660,22050,2,0,0,3,9,2660,0,1996,0,98059,47.4911,-122.125,3060,21111
3904940160,20140904T000000,3,2.5,2160,7584,2,0,0,3,8,2160,0,1988,0,98029,47.5751,-122.014,2160,7372
1774200060,20140617T000000,4,2.75,2700,35362,2,0,0,5,8,2700,0,1976,0,98077,47.7628,-122.094,2810,35915
4137070030,20140808T000000,3,2.5,1980,6608,2,0,0,3,8,1980,0,1994,0,98092,47.2642,-122.213,2150,7495
2144800117,20140626T000000,4,2.25,2600,9900,1,0,0,3,7,1600,1000,1965,0,98178,47.4881,-122.237,1770,11250
3392100140,20150106T000000,3,1,1280,9775,1,0,0,3,6,1280,0,1964,0,98003,47.3262,-122.334,1230,8750
2581900060,20150402T000000,3,1.5,1710,17707,1,0,0,4,7,1180,530,1947,0,98040,47.5393,-122.216,2590,9508
4058801230,20150305T000000,4,1.75,1270,6825,1,0,2,3,7,1270,0,1950,0,98178,47.5051,-122.242,1800,6930
2787320140,20150324T000000,3,2.25,1890,7314,1,0,0,3,7,1100,790,1981,0,98031,47.4121,-122.172,1520,7676
263000324,20140513T000000,7,4,3440,8100,2,0,0,3,7,3440,0,1970,0,98103,47.6981,-122.349,1420,1560
254000695,20150508T000000,3,1,1190,5280,1,0,0,4,7,1190,0,1957,0,98146,47.5131,-122.383,1280,5280
3013300830,20141106T000000,2,1,1030,4366,1,0,0,3,7,1030,0,1912,0,98136,47.5311,-122.384,1890,4499
2475201070,20140716T000000,3,1.75,1240,4000,1,0,0,3,7,1240,0,1986,0,98055,47.4728,-122.191,1570,4586
798000421,20150327T000000,3,1,1730,21183,1,0,0,3,7,1030,700,1955,0,98168,47.5024,-122.332,1610,13000
4104500181,20140812T000000,4,3.5,4610,12500,2,0,2,3,11,4610,0,2003,0,98033,47.6508,-122.203,2340,11538
8701600030,20141113T000000,5,1,1590,5000,1.5,0,0,3,7,1190,400,1929,0,98116,47.5752,-122.381,1590,5000
8944360390,20150305T000000,3,2.5,1760,3097,2,0,0,3,8,1760,0,1992,0,98029,47.5764,-121.996,1760,3285
7968460270,20150303T000000,3,2,1330,35060,1,0,0,3,7,1330,0,1989,0,98092,47.3128,-122.13,1660,35100
9406570350,20150423T000000,4,2.5,2340,5420,2,0,0,3,8,2340,0,2003,0,98038,47.3773,-122.029,2420,6252
686900030,20150323T000000,3,2.25,3740,22464,2,0,0,5,8,2330,1410,1966,0,98004,47.6354,-122.196,2680,19564
6071300030,20140624T000000,3,1.75,1150,10466,1,0,0,5,7,1150,0,1959,0,98006,47.5531,-122.177,1350,10384
5416500520,20140825T000000,3,2.5,1750,4200,2,0,0,3,7,1750,0,2005,0,98038,47.3605,-122.04,1890,4048
1102000270,20140701T000000,3,2.75,3890,7216,2,0,1,3,8,3260,630,1967,2010,98118,47.5445,-122.266,2490,9920
5422430320,20140721T000000,4,2.5,1770,6666,2,0,0,3,7,1770,0,1989,0,98023,47.2877,-122.349,1780,6666
3157600340,20140917T000000,3,1,1160,3700,1.5,0,0,3,7,1160,0,1909,0,98106,47.5651,-122.359,1340,3750
2061100435,20140724T000000,3,1,1440,5580,1.5,0,0,3,7,1440,0,1908,0,98115,47.6898,-122.326,2010,5580
7011201550,20140707T000000,4,2,2600,4800,1,0,2,3,8,1400,1200,1953,0,98119,47.637,-122.371,2050,3505
2581300055,20141121T000000,3,3.25,2640,16090,1,0,2,4,8,1960,680,1976,0,98040,47.5374,-122.213,3690,15000
1344300045,20140507T000000,2,1,1010,3885,1.5,0,0,4,7,1010,0,1906,1990,98112,47.6224,-122.304,1770,4200
7575620640,20141219T000000,3,2,1840,6755,1,0,2,3,8,1840,0,1989,0,98003,47.3512,-122.305,1790,6459
8645500270,20141028T000000,4,1.75,1720,7455,1,0,0,4,7,1020,700,1963,0,98058,47.4669,-122.182,1720,7700
1246700136,20141223T000000,3,1.5,1280,9600,1,0,0,4,7,1280,0,1960,0,98033,47.6922,-122.163,1510,10005
3211100240,20140529T000000,4,1.75,1700,7800,1,0,0,5,7,1120,580,1981,0,98059,47.4801,-122.158,1560,7800
8078100140,20150323T000000,4,2.5,1980,12062,2,0,0,3,8,1980,0,1992,0,98031,47.4038,-122.167,2300,7902
6675500105,20140729T000000,3,2,1160,7217,1,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104
4040700310,20140805T000000,4,1.75,1980,7840,1,0,0,4,7,990,990,1961,0,98008,47.6226,-122.115,1520,8400
6388910160,20140623T000000,3,2.5,1960,12476,2,0,0,4,8,1960,0,1989,0,98056,47.5315,-122.172,2450,12177
4023500990,20140617T000000,3,1.5,1270,20700,1,0,0,2,7,1150,120,1948,0,98155,47.7576,-122.296,1990,15000
2921049121,20140516T000000,3,2.25,2060,38377,1,0,0,4,8,1560,500,1978,0,98003,47.2752,-122.319,2080,60513
7229210060,20141211T000000,3,1.75,1980,11274,1,0,0,4,7,1480,500,1968,0,98058,47.4474,-122.167,1520,8010
4137040060,20150406T000000,3,2.5,1450,8977,1,0,0,3,8,1450,0,1990,0,98092,47.2576,-122.214,2410,8850
7982600030,20140812T000000,3,1.5,1200,12000,1,0,0,3,7,1200,0,1986,0,98001,47.268,-122.245,1200,9405
1775930140,20150505T000000,3,1.75,1830,17349,1,0,0,3,8,1230,600,1977,0,98072,47.7427,-122.109,1840,11694
3222079083,20140514T000000,3,2,2090,42689,1.5,0,0,3,7,2090,0,1959,1998,98010,47.3497,-121.944,1890,18276
3585210200,20140602T000000,3,1.75,1510,8301,1,0,0,3,7,1510,0,1967,0,98034,47.7243,-122.222,1460,7910
2705600069,20150501T000000,3,2.25,1310,1264,3,0,0,3,8,1310,0,2014,0,98117,47.6987,-122.366,1330,2183
8691360200,20140604T000000,4,2.75,3790,10669,2,0,0,3,10,3790,0,1999,0,98075,47.5976,-121.983,3750,11634
9541600350,20150120T000000,3,2.25,2240,8800,1,0,0,5,8,2240,0,1957,0,98005,47.5937,-122.172,2240,8800
8562740400,20140515T000000,4,3.25,2740,7266,2,0,0,3,9,2060,680,2003,0,98027,47.5346,-122.066,3030,6546
705700960,20140724T000000,3,2.5,1660,10763,2,0,0,3,7,1660,0,1994,0,98038,47.3812,-122.029,2010,7983
3374500520,20150429T000000,0,0,2460,8049,2,0,0,3,8,2460,0,1990,0,98031,47.4095,-122.168,2520,8050
2645500013,20140624T000000,3,1,1480,7284,1,0,0,3,7,970,510,1963,0,98133,47.7757,-122.353,2020,7920
5318100200,20140527T000000,3,2.75,2640,4050,1.5,0,0,5,8,1750,890,1926,0,98112,47.6332,-122.281,1920,3600
2224700045,20140804T000000,6,2,1900,8057,1,0,0,4,7,1170,730,1959,0,98133,47.762,-122.335,2090,8626
4047200135,20140811T000000,3,2,2860,24046,1,0,0,3,9,1700,1160,1985,0,98019,47.7718,-121.904,1460,13648
2009000830,20140708T000000,4,3.5,3440,6000,2,0,0,4,8,3440,0,2002,0,98198,47.4077,-122.331,1660,7800
6619910240,20140625T000000,3,1.75,1640,10695,1,0,2,3,8,1640,0,1975,0,98034,47.7145,-122.222,2790,9775
5288200070,20140730T000000,3,1,1450,3350,1.5,0,0,4,7,1450,0,1919,0,98126,47.5607,-122.378,1340,4255
7852110070,20140608T000000,3,2.5,2300,7398,2,0,0,3,8,2300,0,2001,0,98065,47.5369,-121.876,2580,6983
740500070,20141006T000000,3,1.5,1460,8505,1,0,0,4,7,1460,0,1955,0,98055,47.4402,-122.195,1580,8505
4046601420,20141230T000000,3,2,1570,14992,1,0,0,3,8,1570,0,2001,0,98014,47.6965,-121.922,1640,15000
2130700860,20150430T000000,3,2,1540,8885,1.5,0,0,5,6,1540,0,1939,0,98019,47.7403,-121.984,1730,5000
3975400045,20141226T000000,6,3,3300,4218,2,0,0,3,8,2200,1100,1970,0,98103,47.6557,-122.344,1420,4218
5451200520,20140612T000000,4,2.25,2130,11843,2,0,0,4,9,2130,0,1972,0,98040,47.5358,-122.225,2380,11643
6600400270,20141210T000000,3,1,1010,9750,1,0,0,5,7,1010,0,1969,0,98042,47.3244,-122.144,1230,9750
624100990,20140929T000000,4,3,2420,12000,1,0,0,3,9,2420,0,1984,0,98077,47.7267,-122.063,3100,13020
2424059139,20150206T000000,3,3.25,3870,33980,2,0,0,3,10,3150,720,1991,0,98006,47.5589,-122.117,3590,10750
2883200875,20150206T000000,2,1.5,1960,6000,1,0,0,3,8,1210,750,1951,0,98103,47.6849,-122.333,2060,6000
1917300105,20150414T000000,3,1,1170,9000,1,0,0,4,6,1170,0,1918,0,98022,47.2109,-121.987,1280,8160
7203000200,20141212T000000,3,1.5,1890,7650,1,0,0,5,7,1890,0,1966,0,98003,47.3454,-122.314,1510,7560
9510971070,20140812T000000,3,2.5,2250,4134,2,0,0,3,9,2250,0,2004,0,98052,47.6651,-122.084,2390,4134
3760500240,20150512T000000,2,0.75,750,16321,1,0,1,3,4,750,0,1936,0,98034,47.6985,-122.229,3020,10625
4068300160,20150122T000000,3,1.75,1610,14000,1,0,0,4,7,1050,560,1977,0,98010,47.3429,-122.036,1550,10080
1774220070,20150507T000000,4,2.25,2590,36256,2,0,0,3,8,2590,0,1978,0,98077,47.769,-122.094,2670,35657
1563102685,20150422T000000,3,2.5,2520,3750,2,0,1,4,9,2520,0,1995,0,98116,47.5671,-122.404,2250,6200
395800370,20150411T000000,4,1,1340,8400,1,0,0,5,7,1340,0,1966,0,98023,47.3313,-122.343,1120,8400
3918400013,20140701T000000,3,2.25,1460,941,3,0,0,3,8,1460,0,2006,0,98133,47.7145,-122.356,1490,1399
1545804820,20141111T000000,3,1.75,1380,7500,1,0,0,3,7,1380,0,1988,0,98038,47.3628,-122.045,1530,7500
7811220070,20140910T000000,3,1.75,1510,11120,1,0,0,4,8,1510,0,1984,0,98005,47.5931,-122.158,2660,10800
5561100431,20140806T000000,5,2.5,2510,83231,1,0,0,4,7,1260,1250,1975,0,98027,47.4576,-121.984,2460,46431
5145100310,20150307T000000,3,1,910,8008,1,0,0,3,7,910,0,1971,0,98034,47.726,-122.22,1480,7404
255550270,20150403T000000,3,2.5,1970,3655,2,0,0,3,7,1970,0,2003,0,98019,47.7453,-121.984,1970,2952
1123049129,20150224T000000,3,1.75,1540,6632,1,0,0,3,7,1070,470,1959,0,98178,47.4973,-122.252,2510,6618
9407150310,20150128T000000,4,2.5,1980,9757,2,0,0,5,7,1980,0,1995,0,98038,47.3675,-122.019,1610,6147
7732501000,20140617T000000,4,2.75,3150,38865,1,0,0,3,10,2480,670,1986,0,98052,47.7302,-122.106,3150,35880
1024069205,20150114T000000,4,2.5,4700,49658,2,0,0,3,10,4700,0,1999,0,98075,47.5878,-122.022,2870,49658
5426300060,20141008T000000,3,2.25,2300,15952,1,0,0,4,8,1150,1150,1963,0,98039,47.6322,-122.232,2200,14284
3797000400,20141125T000000,4,2.25,1880,3000,2,0,0,3,8,1760,120,1909,1977,98103,47.6864,-122.349,1880,3000
2877102196,20141125T000000,4,2.75,2640,3750,2,0,0,5,7,1840,800,1911,0,98117,47.6783,-122.363,1690,5000
9265200060,20141007T000000,6,4.5,3900,9100,2,0,0,3,8,2870,1030,1979,0,98052,47.6612,-122.137,2080,9216
2894700270,20140715T000000,4,2.25,2670,10050,1,0,0,4,8,1420,1250,1962,0,98032,47.3792,-122.28,2190,10050
2862100260,20141003T000000,4,1.75,1840,4280,1,0,0,4,7,920,920,1918,0,98105,47.6681,-122.32,1660,4280
2730000070,20140814T000000,3,1,1120,10665,1,0,0,4,6,1120,0,1961,0,98001,47.2886,-122.274,1240,10639
4139400060,20150409T000000,4,2.5,2970,9072,2,0,0,3,10,2970,0,1991,0,98006,47.562,-122.114,2740,8729
4365200520,20150312T000000,3,2.25,1410,7740,1,0,0,5,6,1410,0,1923,0,98126,47.523,-122.371,1220,7740
3629980350,20141209T000000,4,2.5,3060,8167,2,0,0,3,9,3060,0,2005,0,98029,47.5521,-121.989,2930,4800
3211600140,20150209T000000,3,1.75,2490,7210,1,0,0,3,7,1290,1200,1972,0,98034,47.726,-122.198,1610,7210
3598600049,20141003T000000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603
3598600049,20150424T000000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603
1232001070,20140814T000000,2,1,1130,3800,1,0,0,4,7,1130,0,1916,0,98117,47.6862,-122.378,1470,3800
7812801925,20140624T000000,4,1.75,1850,6000,1,0,0,4,6,1270,580,1944,0,98178,47.4923,-122.247,1270,6600
522059062,20141105T000000,4,2.75,2330,14175,1,0,0,3,7,1800,530,1980,0,98031,47.4193,-122.194,1480,10125
4178500640,20150507T000000,4,2.5,1880,9426,2,0,0,4,7,1880,0,1990,0,98042,47.3584,-122.089,1760,7040
9528104660,20140827T000000,4,3.5,2980,3000,2,0,0,3,9,2340,640,2008,0,98115,47.6768,-122.326,1810,4545
5013500400,20150326T000000,4,1,1440,6678,1,0,0,3,7,1040,400,1950,0,98116,47.571,-122.392,1320,6678
2550820060,20150428T000000,3,1.75,1630,10001,1,0,0,4,7,1100,530,1977,0,98042,47.3605,-122.12,1630,10001
425079046,20140729T000000,3,2.5,1778,147823,2,0,0,3,7,1778,0,1999,0,98014,47.6811,-121.915,2840,43676
3905050240,20140624T000000,3,2.5,1930,4500,2,0,0,3,8,1930,0,1990,0,98029,47.5791,-122.001,1770,4500
5381000070,20140826T000000,2,0.75,1130,11429,1,0,0,3,7,1130,0,1956,0,98188,47.4526,-122.284,1550,10700
1245002445,20140714T000000,2,1.75,1650,7500,1,0,0,4,7,1000,650,1959,0,98033,47.6871,-122.207,2530,9000
6865200831,20140507T000000,2,1,820,2723,1,0,0,3,7,820,0,1921,0,98103,47.6623,-122.339,1370,3850
1446801000,20150320T000000,5,2.5,2900,6650,1,0,0,3,7,1450,1450,1964,0,98168,47.4935,-122.332,1600,8246
4038700830,20150409T000000,4,1.75,2330,8800,1,0,2,4,7,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800
4094800260,20141126T000000,4,3.5,4440,20668,2,0,2,5,10,3240,1200,1965,0,98040,47.5472,-122.235,4240,18650
2742100152,20141013T000000,3,2,1660,5070,2,0,3,3,8,1660,0,1950,1990,98108,47.5552,-122.296,2440,6664
8691410060,20140709T000000,4,2.5,3020,7465,2,0,0,3,9,3020,0,2004,0,98075,47.5982,-121.98,3100,5587
1325059083,20140527T000000,4,2.5,1850,50662,1,0,0,3,8,1430,420,1978,0,98052,47.6535,-122.119,2090,10599
7852011070,20150109T000000,6,3.75,5960,20197,2,0,4,3,10,3900,2060,2005,0,98065,47.5398,-121.869,3860,12800
2323059074,20140709T000000,3,1,960,27442,1,0,0,4,6,960,0,1970,0,98058,47.4676,-122.134,1100,29019
7950304075,20140813T000000,4,1,1150,6000,1.5,0,0,3,6,1150,0,1907,0,98118,47.562,-122.283,840,3030
3260000340,20140622T000000,4,2.5,2130,7300,1,0,0,4,7,1230,900,1963,0,98005,47.605,-122.167,2130,7560
9552701000,20150316T000000,4,2.25,2460,8001,2,0,0,4,8,2460,0,1984,0,98006,47.548,-122.154,2460,9126
5469501200,20140820T000000,3,2.25,2360,14950,1,0,0,4,9,2360,0,1978,0,98042,47.3856,-122.158,2720,14388
6300500105,20141002T000000,2,2.25,1320,1034,3,0,0,3,7,1320,0,1996,0,98133,47.7039,-122.344,1330,1206
4400200060,20141021T000000,5,2,1910,4667,1,0,0,3,7,1010,900,1908,0,98112,47.6236,-122.306,1230,2545
5422560860,20150410T000000,2,2,1610,6160,2,0,0,4,8,1610,0,1977,0,98052,47.6644,-122.13,1750,6305
7789000260,20140822T000000,4,1,1610,8401,1,0,0,3,7,1610,0,1958,0,98056,47.5104,-122.165,1610,8401
8861000060,20141231T000000,3,1,1160,10732,1,0,0,3,7,1160,0,1953,0,98004,47.6391,-122.205,2390,13656
9350900550,20150429T000000,4,2.25,2870,8393,1,0,0,4,8,1480,1390,1977,0,98040,47.5787,-122.245,2930,9850
9560800310,20141009T000000,4,2.5,2280,9725,2,0,0,3,8,2280,0,1986,0,98072,47.7568,-122.141,2140,8780
9187200228,20150313T000000,2,2,1370,1339,2,0,0,4,8,1150,220,2006,0,98122,47.6021,-122.295,1370,1339
7849202190,20141223T000000,0,0,1470,4800,2,0,0,3,7,1470,0,1996,0,98065,47.5265,-121.828,1060,7200
7215730070,20140911T000000,5,3,2970,6500,2,0,0,3,9,2970,0,2000,0,98075,47.5973,-122.018,2970,6588
121039083,20150206T000000,3,1.75,1460,12367,2,1,4,4,8,1120,340,1970,0,98023,47.3311,-122.375,1970,18893
2770601677,20150422T000000,3,3.5,1570,1486,2.5,0,0,3,8,1330,240,2000,0,98199,47.652,-122.384,1610,1486
3720800070,20150127T000000,4,3,2880,5500,2,0,0,4,9,1920,960,1926,0,98102,47.6448,-122.317,2110,5500
3558910570,20150116T000000,5,2.5,1900,9460,1,0,0,3,7,1190,710,1969,0,98034,47.7096,-122.202,1940,8360
1081300390,20141030T000000,3,1.75,2020,11050,1,0,0,4,8,1320,700,1969,0,98059,47.4706,-122.119,1940,11050
7805450560,20140820T000000,4,2.5,3110,11397,2,0,3,4,10,3110,0,1984,0,98006,47.5623,-122.106,3110,11586
6648770240,20141224T000000,4,2.5,2390,7056,2,0,0,3,9,2390,0,1990,0,98001,47.3385,-122.264,2590,7801
5104520810,20140810T000000,3,2.5,2150,11672,2,0,0,3,8,2150,0,2004,0,98038,47.3515,-122.006,2150,5450
2719100400,20140912T000000,3,1.75,1340,6250,1,0,0,4,7,1090,250,1941,0,98136,47.5427,-122.386,1550,1755
255000320,20140724T000000,3,2.5,1990,12866,2,0,0,4,7,1990,0,1986,0,98072,47.7477,-122.17,2310,8803
5398600075,20140825T000000,2,2,1600,5969,1,0,0,4,7,800,800,1950,0,98116,47.5691,-122.394,1520,5969
7695470200,20141208T000000,3,2.5,2680,43995,2,0,0,3,9,2680,0,1986,0,98077,47.7655,-122.086,2520,37277
6892510200,20140602T000000,3,2.5,2080,4828,2,0,0,3,8,2080,0,2002,0,98042,47.3737,-122.132,2190,4620
4123800320,20150206T000000,3,3.25,1340,5434,2,0,0,3,7,1340,0,1986,0,98038,47.3779,-122.045,1670,6203
809001505,20140918T000000,3,2,2590,3750,1.5,0,0,5,7,1790,800,1904,0,98109,47.635,-122.353,2440,4000
3856905185,20140624T000000,2,1.75,1240,3000,1.5,0,0,3,7,1240,0,1906,0,98105,47.6689,-122.326,1800,4080
4051100390,20150508T000000,3,1,1310,7125,1,0,0,4,7,1310,0,1978,0,98042,47.3739,-122.148,1650,7290
579003240,20140925T000000,4,2.25,2530,5200,1,0,1,4,8,1530,1000,1957,0,98117,47.6985,-122.382,2240,5200
2333230060,20141105T000000,4,2.5,1780,5822,2,0,0,3,7,1780,0,2001,0,98058,47.4455,-122.169,1990,4092
7129303240,20150102T000000,3,2,1600,7995,1,0,0,3,7,1600,0,1950,1984,98118,47.5177,-122.257,2440,6900
1219000473,20140626T000000,3,1.75,1570,15330,1,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,13330
1219000473,20150323T000000,3,1.75,1570,15330,1,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,13330
5469700060,20150123T000000,3,1.75,1650,16200,1,0,0,3,7,1650,0,1976,0,98031,47.3926,-122.168,1650,8680
1118000935,20140705T000000,4,2.25,2920,6513,2,0,0,4,9,2260,660,1937,0,98112,47.638,-122.29,4510,9248
8819900055,20150330T000000,2,1,870,4280,1,0,2,4,6,870,0,1921,0,98105,47.6697,-122.29,1750,4280
1995200338,20141029T000000,4,2.5,2830,5010,2,0,0,3,9,2170,660,2000,0,98115,47.6952,-122.327,1880,5739
91000320,20140923T000000,2,1,980,3350,1,0,0,4,7,980,0,1925,0,98103,47.6858,-122.352,1260,4000
8887001600,20150412T000000,2,1,990,45528,1,0,0,4,7,990,0,1992,0,98070,47.5013,-122.463,1730,45528
7183000060,20150325T000000,4,2.5,2360,9647,1,0,2,3,8,1530,830,1964,0,98003,47.3367,-122.332,2580,9680
194000565,20150409T000000,2,1,1000,4640,1,0,2,3,7,1000,0,1915,0,98116,47.5659,-122.389,1940,5800
3830610320,20150105T000000,3,1.5,1660,8000,1,0,0,4,7,1120,540,1976,0,98030,47.353,-122.172,1900,7500
7922710320,20150316T000000,3,1.75,1520,9605,1,0,0,3,7,1520,0,1975,0,98052,47.667,-122.142,2040,9900
1231000310,20140812T000000,1,1,1180,4000,1.5,0,2,4,8,840,340,1910,0,98118,47.5561,-122.266,1420,4000
173000140,20140722T000000,3,1.75,1770,10125,2,0,0,3,7,1770,0,1944,1978,98133,47.7289,-122.353,1680,9825
